0	0.000000	0.000000	0.000000
1	1.000000	0.000000	0.000000
2	1.000000	0.000000	0.000000
3	1.000000	0.000000	0.000000
4	1.000000	0.005051	0.000000
5	1.000000	0.006803	0.000000
6	1.000000	0.000000	0.000000
7	1.000000	0.000000	0.000000
8	1.000000	0.001520	0.000000
9	1.000000	0.001344	0.000000
10	1.000000	0.000000	0.000000
11	1.000000	0.002174	0.000000
12	1.000000	0.000000	0.000000
13	1.000000	0.000000	0.000000
14	1.200000	0.002778	0.083333
15	1.000000	0.001642	0.000000
16	0.928571	0.000000	0.076923
17	0.923077	0.000000	0.083333
18	0.916667	0.000000	0.090909
19	0.909091	0.000000	0.100000
20	0.900000	0.000000	0.111111
21	1.000000	0.000000	0.000000
22	0.888889	0.000000	0.125000
23	0.875000	0.001681	0.285714
24	1.000000	0.000000	0.000000
25	1.000000	0.000000	0.000000
26	0.857143	0.000000	0.166667
27	1.166667	0.005102	0.285714
28	1.142857	0.003086	0.125000
29	1.000000	0.000000	0.000000
30	0.875000	0.000000	0.142857
31	1.000000	0.000000	0.000000
32	0.857143	0.000000	0.166667
33	1.000000	0.000000	0.000000
34	1.000000	0.000000	0.000000
35	1.000000	0.000000	0.000000
36	1.000000	0.000000	0.000000
37	1.000000	0.000000	0.000000
38	0.666667	0.000000	0.500000
39	1.000000	0.000000	0.000000
40	1.000000	0.000000	0.000000
41	1.000000	0.000000	0.000000
42	1.000000	0.000000	0.000000
43	1.000000	0.000000	0.000000
44	1.000000	0.000000	0.000000
45	1.000000	0.005425	0.000000
46	1.000000	0.000000	0.000000
47	0.857143	0.000000	0.166667
48	1.000000	0.001880	0.000000
49	1.571429	0.006061	0.090909
50	1.000000	0.001190	0.000000
51	1.000000	0.001115	0.000000
52	1.000000	0.002757	0.000000
53	0.875000	0.001099	0.214286
54	1.000000	0.001042	0.000000
55	1.000000	0.000000	0.000000
56	0.933333	0.000000	0.071429
57	1.000000	0.000000	0.000000
58	1.000000	0.002268	0.142857
59	1.000000	0.000000	0.000000
60	1.000000	0.000000	0.000000
61	0.857143	0.000000	0.166667
62	0.916667	0.000000	0.090909
63	1.000000	0.000000	0.000000
64	1.000000	0.001366	0.000000
65	1.000000	0.007143	0.000000
66	1.095238	0.004263	0.130435
67	1.000000	0.000906	0.000000
68	1.000000	0.000889	0.000000
69	1.000000	0.000000	0.000000
70	0.960000	0.000000	0.041667
71	1.000000	0.000909	0.000000
72	0.960000	0.000969	0.083333
73	0.958333	0.000000	0.043478
74	1.000000	0.001035	0.043478
75	1.000000	0.001060	0.043478
76	0.956522	0.000000	0.045455
77	0.954545	0.000000	0.047619
78	0.857143	0.000000	0.166667
79	0.888889	0.000000	0.125000
80	1.000000	0.000000	0.000000
81	1.000000	0.000000	0.000000
82	0.937500	0.000000	0.066667
83	0.866667	0.000000	0.153846
84	0.846154	0.000000	0.181818
85	0.909091	0.000000	0.100000
86	0.900000	0.000000	0.111111
87	0.888889	0.000000	0.125000
88	1.000000	0.000000	0.000000
89	1.000000	0.002778	0.000000
90	0.888889	0.000000	0.125000
91	1.000000	0.000000	0.000000
92	1.000000	0.000000	0.000000
93	0.875000	0.000000	0.142857
94	1.000000	0.000000	0.000000
95	1.000000	0.000000	0.000000
96	1.000000	0.000000	0.000000
97	1.000000	0.000000	0.000000
98	0.857143	0.000000	0.166667
99	1.000000	0.000000	0.000000
